ECG-mV,EMG-mV,foot GSR-mV,hand GSR-mV,HR-bpm,RESP-mV,Stress
-0.094,0.0415,7.158,4.634,81.0,41.28,1.0
-0.113,0.03625,7.156,4.634,81.0,41.01,1.0
-0.065,0.0465,7.153,4.632,81.0,40.86,1.0
-0.078,0.05175,7.15,4.631,81.0,40.77,1.0
0.209,0.057,7.147,4.63,81.0,40.67,1.0
-0.139,0.07775,7.146,4.627,81.0,40.57,1.0
-0.059,0.0465,7.143,4.626,81.0,40.48,1.0
0.084,0.0415,7.142,4.626,79.0,40.39,1.0
0.107,0.0465,7.14,4.625,79.0,40.32,1.0
-0.07399999999999998,0.0465,7.138,4.624,79.0,40.3,1.0
-0.085,0.0465,7.136,4.621,79.0,40.27,1.0
-0.081,0.06225,7.135,4.62,79.0,40.26,1.0
-0.108,0.06725,7.132,4.619,79.0,40.13,1.0
-0.12,0.05175,7.13,4.617,79.0,40.03,1.0
-0.113,0.057,7.128,4.617,79.0,40.03,1.0
-0.028,0.0415,7.126,4.615,79.0,40.07,1.0
-0.125,0.0465,7.122,4.614,79.0,40.09,1.0
0.191,0.08275,7.121,4.614,79.0,40.09,1.0
-0.081,0.031,7.118,4.611,79.0,40.1,1.0
0.025,0.03625,7.117,4.611,79.0,40.08,1.0
0.153,0.057,7.115,4.609,79.0,40.07,1.0
0.007,0.0415,7.113,4.609,79.0,40.08,1.0
-0.08,0.0415,7.111,4.607,74.0,40.11,1.0
-0.061,0.031,7.108,4.606,74.0,40.13,1.0
-0.082,0.06225,7.107,4.604,74.0,40.08,1.0
-0.101,0.07775,7.103,4.604,74.0,39.96,1.0
-0.105,0.031,7.102,4.604,74.0,39.95,1.0
-0.106,0.0415,7.1,4.601,74.0,39.97,1.0
-0.07399999999999998,0.0465,7.096,4.6,74.0,40.01,1.0
-0.049,0.0415,7.093,4.599,74.0,40.03,1.0
0.05,0.06225,7.091,4.598,74.0,40.04,1.0
0.06,0.06225,7.09,4.598,74.0,40.03,1.0
-0.045,0.03625,7.087,4.597,74.0,40.02,1.0
0.085,0.0465,7.085,4.594,74.0,40.03,1.0
0.155,0.0465,7.082,4.593,74.0,40.03,1.0
-0.025,0.0415,7.08,4.593,74.0,40.08,1.0
-0.07,0.057,7.077,4.592,68.0,40.12,1.0
-0.059,0.031,7.076,4.59,68.0,40.13,1.0
-0.08799999999999998,0.057,7.075,4.589,68.0,40.03,1.0
-0.106,0.0415,7.072,4.588,68.0,39.94,1.0
-0.113,0.0465,7.071,4.587,68.0,39.95,1.0
-0.111,0.031,7.068,4.584,68.0,39.97,1.0
-0.051,0.05175,7.066,4.584,68.0,40.01,1.0
-0.12,0.06225,7.064,4.583,68.0,40.03,1.0
0.22,0.07249999999999998,7.063,4.582,68.0,40.04,1.0
-0.083,0.06225,7.06,4.58,68.0,40.04,1.0
0.008,0.031,7.058,4.579,68.0,40.04,1.0
0.144,0.0465,7.055,4.578,68.0,40.06,1.0
0.022,0.06725,7.054,4.577,68.0,40.09,1.0
-0.095,0.0465,7.051,4.577,68.0,40.15,1.0
-0.077,0.06225,7.05,4.574,68.0,40.21,1.0
-0.091,0.0415,7.049,4.574,68.0,40.22,1.0
-0.116,0.03625,7.048,4.573,68.0,40.16,1.0
-0.123,0.05175,7.045,4.572,68.0,40.2,1.0
-0.123,0.057,7.043,4.572,68.0,40.29,1.0
-0.083,0.05175,7.041,4.569,68.0,40.42,1.0
-0.099,0.03625,7.039,4.569,68.0,40.52,1.0
0.232,0.06225,7.036,4.567,68.0,40.63,1.0
-0.126,0.07775,7.035,4.567,68.0,40.72,1.0
-0.04,0.0465,7.033,4.565,68.0,40.83,1.0
0.095,0.0415,7.033,4.564,68.0,40.94,1.0
0.109,0.031,7.03,4.563,68.0,41.1,1.0
-0.069,0.05175,7.028,4.562,68.0,41.27,1.0
-0.085,0.06225,7.026,4.562,69.0,41.43,1.0
-0.079,0.05175,7.025,4.56,69.0,41.57,1.0
-0.106,0.05175,7.023,4.558,69.0,41.59,1.0
-0.116,0.0465,7.02,4.557,69.0,41.64,1.0
-0.116,0.0465,7.019,4.557,69.0,41.77,1.0
-0.065,0.0415,7.016,4.555,69.0,41.94,1.0
-0.102,0.03625,7.014,4.555,69.0,42.08,1.0
0.294,0.07775,7.011,4.553,69.0,42.18,1.0
-0.148,0.057,7.01,4.553,69.0,42.21,1.0
-0.01,0.057,7.009,4.55,69.0,42.17,1.0
0.135,0.03625,7.008,4.55,69.0,42.09,1.0
0.095,0.0465,7.006,4.549,69.0,42.01,1.0
-0.07299999999999998,0.0415,7.004,4.549,72.0,41.92,1.0
-0.069,0.0415,7.003,4.547,72.0,41.81,1.0
-0.063,0.057,7.001,4.547,72.0,41.64,1.0
-0.08699999999999998,0.0465,7.0,4.544,72.0,41.37,1.0
-0.099,0.0465,6.998,4.544,72.0,41.15,1.0
-0.102,0.031,6.996,4.543,72.0,41.03,1.0
-0.052,0.03625,6.994,4.542,72.0,40.96,1.0
-0.095,0.0415,6.993,4.542,72.0,40.91,1.0
0.319,0.08275,6.99,4.54,72.0,40.84,1.0
-0.146,0.07775,6.989,4.539,72.0,40.76,1.0
-0.003,0.05175,6.988,4.538,72.0,40.65,1.0
0.159,0.05175,6.986,4.537,72.0,40.55,1.0
0.12,0.057,6.984,4.537,72.0,40.48,1.0
-0.06,0.05175,6.983,4.534,72.0,40.45,1.0
-0.058,0.057,6.981,4.534,71.0,40.4,1.0
-0.046,0.0465,6.98,4.532,71.0,40.36,1.0
-0.069,0.057,6.978,4.532,71.0,40.2,1.0
-0.081,0.0465,6.978,4.532,71.0,40.1,1.0
-0.081,0.05175,6.976,4.529,71.0,40.1,1.0
-0.039,0.057,6.973,4.528,71.0,40.1,1.0
-0.049,0.05175,6.971,4.527,71.0,40.11,1.0
0.266,0.07249999999999998,6.969,4.527,71.0,40.11,1.0
-0.048,0.08799999999999998,6.967,4.525,71.0,40.1,1.0
0.01,0.05175,6.966,4.524,71.0,40.08,1.0
0.155,0.057,6.963,4.524,71.0,40.07,1.0
0.195,0.03625,6.962,4.523,71.0,40.07,1.0
-0.01,0.031,6.961,4.522,71.0,40.1,1.0
-0.036,0.0415,6.958,4.519,70.0,40.12,1.0
-0.022,0.05175,6.958,4.519,70.0,40.12,1.0
-0.044,0.0415,6.956,4.519,70.0,40.02,1.0
-0.057,0.0415,6.956,4.517,70.0,39.94,1.0
-0.058,0.03625,6.953,4.517,70.0,39.95,1.0
-0.056,0.03625,6.951,4.517,70.0,39.96,1.0
0.0,0.0415,6.948,4.514,70.0,39.99,1.0
-0.056,0.07775,6.947,4.513,70.0,40.01,1.0
0.322,0.06725,6.946,4.513,70.0,40.02,1.0
-0.063,0.05175,6.942,4.51,70.0,40.03,1.0
0.048,0.031,6.941,4.512,70.0,40.03,1.0
0.202,0.057,6.939,4.509,70.0,40.08,1.0
0.128,0.03625,6.937,4.507,70.0,40.14,1.0
-0.036,0.06725,6.936,4.509,70.0,40.21,1.0
-0.033,0.06225,6.934,4.507,67.0,40.3,1.0
-0.035,0.06725,6.933,4.506,67.0,40.36,1.0
-0.063,0.057,6.932,4.505,67.0,40.33,1.0
-0.076,0.05175,6.931,4.502,67.0,40.39,1.0
-0.078,0.0415,6.929,4.502,67.0,40.53,1.0
-0.07499999999999998,0.06225,6.927,4.502,67.0,40.69,1.0
-0.025,0.03625,6.924,4.501,67.0,40.83,1.0
-0.079,0.05175,6.923,4.501,67.0,40.95,1.0
0.265,0.08799999999999998,6.921,4.498,67.0,41.08,1.0
-0.03,0.057,6.919,4.498,67.0,41.2,1.0
0.067,0.03625,6.918,4.497,67.0,41.32,1.0
0.196,0.0465,6.916,4.496,67.0,41.48,1.0
0.048,0.0415,6.914,4.495,67.0,41.65,1.0
-0.051,0.0415,6.913,4.495,67.0,41.82,1.0
-0.039,0.0465,6.911,4.492,67.0,41.96,1.0
-0.055,0.0465,6.908,4.492,67.0,42.02,1.0
-0.079,0.0415,6.908,4.492,67.0,42.0,1.0
-0.08799999999999998,0.031,6.906,4.49,67.0,42.08,1.0
-0.085,0.057,6.904,4.49,67.0,42.2,1.0
-0.031,0.07249999999999998,6.902,4.488,67.0,42.32,1.0
-0.08699999999999998,0.0415,6.899,4.487,67.0,42.43,1.0
0.297,0.06725,6.898,4.486,67.0,42.53,1.0
-0.066,0.0465,6.896,4.485,67.0,42.55,1.0
0.047,0.06225,6.894,4.485,67.0,42.51,1.0
0.2,0.06225,6.893,4.485,67.0,42.44,1.0
0.098,0.06225,6.892,4.482,67.0,42.36,1.0
-0.04,0.0415,6.89,4.482,70.0,42.26,1.0
-0.029,0.057,6.889,4.482,70.0,42.1,1.0
-0.033,0.057,6.887,4.48,70.0,41.9,1.0
-0.057,0.057,6.886,4.477,70.0,41.61,1.0
-0.065,0.0415,6.884,4.477,70.0,41.42,1.0
-0.065,0.026,6.884,4.477,70.0,41.3,1.0
-0.008,0.03625,6.881,4.475,70.0,41.2,1.0
-0.071,0.07249999999999998,6.879,4.475,70.0,41.1,1.0
0.311,0.07249999999999998,6.879,4.473,70.0,41.0,1.0
-0.046,0.057,6.876,4.473,70.0,40.89,1.0
0.053,0.03625,6.874,4.472,70.0,40.79,1.0
0.221,0.057,6.872,4.472,70.0,40.71,1.0
0.103,0.0415,6.871,4.47,70.0,40.63,1.0
-0.045,0.0465,6.869,4.468,71.0,40.6,1.0
-0.035,0.03625,6.867,4.468,71.0,40.53,1.0
-0.037,0.0465,6.866,4.468,71.0,40.43,1.0
-0.062,0.0415,6.864,4.467,71.0,40.23,1.0
-0.07399999999999998,0.03625,6.864,4.465,71.0,40.13,1.0
-0.076,0.0465,6.861,4.465,71.0,40.11,1.0
-0.022,0.026,6.86,4.465,71.0,40.08,1.0
-0.081,0.0415,6.857,4.462,71.0,40.06,1.0
0.303,0.08799999999999998,6.856,4.462,71.0,40.04,1.0
-0.082,0.0465,6.854,4.461,71.0,40.02,1.0
0.024,0.057,6.852,4.461,71.0,39.98,1.0
0.193,0.0415,6.85,4.46,71.0,39.97,1.0
0.11,0.03625,6.849,4.46,71.0,39.97,1.0
-0.051,0.057,6.847,4.457,70.0,40.0,1.0
-0.045,0.0415,6.845,4.457,70.0,40.0,1.0
-0.047,0.0465,6.844,4.456,70.0,39.98,1.0
-0.07299999999999998,0.03625,6.842,4.455,70.0,39.86,1.0
-0.083,0.0465,6.841,4.452,70.0,39.81,1.0
-0.08599999999999998,0.06225,6.839,4.452,70.0,39.84,1.0
-0.034,0.0415,6.837,4.452,70.0,39.86,1.0
-0.083,0.0415,6.835,4.451,70.0,39.9,1.0
0.319,0.07249999999999998,6.834,4.45,70.0,39.94,1.0
-0.136,0.057,6.831,4.45,70.0,39.96,1.0
-0.005,0.031,6.83,4.448,70.0,40.01,1.0
0.148,0.05175,6.829,4.447,70.0,40.07,1.0
0.117,0.05175,6.826,4.446,70.0,40.17,1.0
-0.064,0.03625,6.826,4.445,70.0,40.32,1.0
-0.071,0.0465,6.824,4.445,70.0,40.44,1.0
-0.07,0.0415,6.822,4.443,70.0,40.57,1.0
-0.097,0.05175,6.821,4.442,70.0,40.57,1.0
-0.11,0.031,6.82,4.44,70.0,40.69,1.0
-0.106,0.0465,6.819,4.44,70.0,40.87,1.0
-0.058,0.0465,6.816,4.44,70.0,41.09,1.0
-0.118,0.08799999999999998,6.814,4.438,70.0,41.31,1.0
0.235,0.11925,6.812,4.437,70.0,41.49,1.0
-0.071,0.0415,6.811,4.437,70.0,41.65,1.0
0.024,0.0415,6.81,4.435,70.0,41.8,1.0
0.155,0.06225,6.809,4.435,70.0,41.95,1.0
0.014,0.03625,6.806,4.435,70.0,42.14,1.0
-0.08799999999999998,0.0465,6.805,4.432,73.0,42.35,1.0
-0.07499999999999998,0.0465,6.804,4.432,73.0,42.51,1.0
-0.091,0.0465,6.803,4.432,73.0,42.59,1.0
-0.112,0.0465,6.802,4.431,73.0,42.61,1.0
-0.109,0.0415,6.799,4.43,73.0,42.73,1.0
-0.063,0.03625,6.798,4.428,73.0,42.87,1.0
-0.113,0.03625,6.795,4.427,73.0,42.99,1.0
0.231,0.05175,6.794,4.427,73.0,43.05,1.0
-0.062,0.0415,6.793,4.427,73.0,42.98,1.0
0.042,0.0465,6.79,4.426,73.0,42.86,1.0
0.17,0.0415,6.789,4.427,73.0,42.72,1.0
0.007,0.05175,6.787,4.427,73.0,42.6,1.0
-0.081,0.0465,6.787,4.426,78.0,42.49,1.0
-0.063,0.03625,6.784,4.427,78.0,42.31,1.0
-0.07499999999999998,0.0415,6.784,4.427,78.0,42.05,1.0
-0.095,0.0415,6.782,4.427,78.0,41.74,1.0
-0.08899999999999998,0.05175,6.782,4.427,78.0,41.56,1.0
-0.044,0.03625,6.779,4.427,78.0,41.45,1.0
-0.09300000000000001,0.0415,6.777,4.426,78.0,41.36,1.0
0.256,0.08799999999999998,6.777,4.425,78.0,41.26,1.0
-0.049,0.05175,6.774,4.426,78.0,41.14,1.0
0.055,0.057,6.774,4.425,78.0,41.01,1.0
0.205,0.0465,6.773,4.425,78.0,40.92,1.0
0.026,0.0465,6.772,4.425,78.0,40.84,1.0
-0.071,0.0465,6.772,4.425,77.0,40.78,1.0
-0.05,0.0415,6.768,4.423,77.0,40.7,1.0
-0.058,0.0465,6.767,4.422,77.0,40.58,1.0
-0.077,0.0465,6.767,4.422,77.0,40.38,1.0
-0.08,0.031,6.764,4.422,77.0,40.29,1.0
-0.024,0.0415,6.763,4.422,77.0,40.24,1.0
-0.077,0.0465,6.762,4.42,77.0,40.22,1.0
0.342,0.07249999999999998,6.76,4.42,77.0,40.19,1.0
-0.113,0.06225,6.759,4.42,77.0,40.16,1.0
0.022,0.057,6.757,4.42,77.0,40.13,1.0
0.193,0.06225,6.757,4.419,77.0,40.09,1.0
0.146,0.05175,6.754,4.419,77.0,40.09,1.0
-0.038,0.05175,6.753,4.418,77.0,40.1,1.0
-0.041,0.0415,6.75,4.418,75.0,40.11,1.0
-0.036,0.0465,6.749,4.418,75.0,40.09,1.0
-0.061,0.06725,6.749,4.418,75.0,39.97,1.0
-0.07399999999999998,0.03625,6.747,4.418,75.0,39.92,1.0
-0.07499999999999998,0.0465,6.745,4.415,75.0,39.95,1.0
-0.069,0.05175,6.744,4.415,75.0,39.97,1.0
-0.015,0.06725,6.743,4.415,75.0,40.0,1.0
-0.081,0.0415,6.742,4.415,75.0,40.02,1.0
0.284,0.057,6.739,4.414,75.0,40.03,1.0
-0.035,0.057,6.738,4.414,75.0,40.03,1.0
0.057,0.0465,6.737,4.413,75.0,40.02,1.0
0.22,0.03625,6.735,4.411,75.0,40.03,1.0
0.08799999999999998,0.03625,6.734,4.41,75.0,40.07,1.0
-0.046,0.03625,6.733,4.409,67.0,40.13,1.0
-0.036,0.06225,6.732,4.408,67.0,40.15,1.0
-0.042,0.0415,6.73,4.408,67.0,40.12,1.0
-0.071,0.03625,6.729,4.406,67.0,40.02,1.0
-0.084,0.031,6.727,4.406,67.0,40.04,1.0
-0.08599999999999998,0.0465,6.727,4.405,67.0,40.11,1.0
-0.08799999999999998,0.057,6.724,4.404,67.0,40.22,1.0
-0.045,0.0415,6.724,4.405,67.0,40.32,1.0
-0.085,0.057,6.722,4.404,67.0,40.41,1.0
0.327,0.08799999999999998,6.722,4.403,67.0,40.5,1.0
-0.138,0.06225,6.719,4.403,67.0,40.61,1.0
-0.008999999999999998,0.0415,6.718,4.403,67.0,40.76,1.0
0.138,0.05175,6.717,4.4,67.0,40.9,1.0
0.134,0.031,6.716,4.4,67.0,41.06,1.0
-0.055,0.06225,6.715,4.4,67.0,41.24,1.0
-0.068,0.057,6.713,4.399,64.0,41.4,1.0
-0.061,0.05175,6.712,4.399,64.0,41.52,1.0
-0.091,0.057,6.712,4.398,64.0,41.51,1.0
-0.108,0.0465,6.711,4.398,64.0,41.59,1.0
-0.11,0.0465,6.71,4.395,64.0,41.71,1.0
-0.111,0.08275,6.707,4.395,64.0,41.87,1.0
-0.057,0.0465,6.706,4.395,64.0,42.0,1.0
-0.114,0.03625,6.705,4.393,64.0,42.13,1.0
0.281,0.07775,6.702,4.393,64.0,42.21,1.0
-0.103,0.05175,6.7,4.393,64.0,42.26,1.0
0.007,0.0465,6.7,4.391,64.0,42.29,1.0
0.164,0.0415,6.697,4.39,64.0,42.29,1.0
0.078,0.05175,6.696,4.39,64.0,42.27,1.0
-0.07399999999999998,0.0415,6.695,4.39,67.0,42.22,1.0
-0.064,0.05175,6.693,4.388,67.0,42.1,1.0
-0.062,0.05175,6.692,4.388,67.0,41.93,1.0
-0.08899999999999998,0.0465,6.69,4.385,67.0,41.67,1.0
-0.1,0.031,6.688,4.385,67.0,41.48,1.0
-0.101,0.057,6.687,4.383,67.0,41.36,1.0
-0.09300000000000001,0.057,6.686,4.383,67.0,41.26,1.0
-0.044,0.0465,6.685,4.383,67.0,41.15,1.0
-0.099,0.05175,6.682,4.381,67.0,41.04,1.0
0.269,0.057,6.68,4.38,67.0,40.93,1.0
-0.047,0.057,6.678,4.378,67.0,40.82,1.0
0.051,0.06225,6.677,4.378,67.0,40.74,1.0
0.216,0.0415,6.676,4.376,67.0,40.69,1.0
0.051,0.0415,6.675,4.375,67.0,40.64,1.0
-0.065,0.05175,6.672,4.374,67.0,40.62,1.0
-0.049,0.057,6.672,4.373,67.0,40.56,1.0
-0.053,0.0465,6.67,4.371,67.0,40.45,1.0
-0.07499999999999998,0.03625,6.67,4.37,67.0,40.26,1.0
-0.083,0.05175,6.668,4.37,67.0,40.18,1.0
-0.084,0.057,6.667,4.368,67.0,40.14,1.0
-0.069,0.07249999999999998,6.665,4.368,67.0,40.14,1.0
-0.034,0.07249999999999998,6.663,4.368,67.0,40.12,1.0
-0.062,0.0465,6.662,4.365,67.0,40.1,1.0
0.255,0.07775,6.661,4.365,67.0,40.07,1.0
-0.03,0.031,6.66,4.365,67.0,40.05,1.0
0.076,0.06225,6.657,4.364,67.0,40.04,1.0
0.227,0.0465,6.657,4.363,67.0,40.04,1.0
0.044,0.0465,6.655,4.361,67.0,40.06,1.0
-0.057,0.05175,6.653,4.36,67.0,40.08,1.0
-0.041,0.0415,6.652,4.36,67.0,40.08,1.0
-0.051,0.0415,6.651,4.359,67.0,40.03,1.0
-0.07299999999999998,0.03625,6.65,4.358,67.0,39.93,1.0
-0.08,0.0415,6.648,4.358,67.0,39.9,1.0
-0.082,0.03625,6.647,4.355,67.0,39.91,1.0
-0.031,0.03625,6.645,4.356,67.0,39.92,1.0
-0.07399999999999998,0.031,6.643,4.355,67.0,39.95,1.0
0.338,0.07775,6.642,4.354,67.0,39.96,1.0
-0.134,0.057,6.64,4.353,67.0,39.96,1.0
0.002,0.0415,6.64,4.353,67.0,39.96,1.0
0.159,0.0415,6.637,4.35,67.0,39.98,1.0
0.149,0.0465,6.637,4.35,67.0,40.04,1.0
-0.05,0.05175,6.635,4.35,67.0,40.1,1.0
-0.064,0.03625,6.635,4.349,68.0,40.16,1.0
-0.062,0.06725,6.632,4.348,68.0,40.23,1.0
-0.091,0.0465,6.631,4.348,68.0,40.19,1.0
-0.108,0.06225,6.63,4.345,68.0,40.24,1.0
-0.112,0.0465,6.628,4.345,68.0,40.36,1.0
-0.059,0.0465,6.627,4.345,68.0,40.5,1.0
-0.12,0.03625,6.626,4.343,68.0,40.66,1.0
0.263,0.07775,6.625,4.343,68.0,40.78,1.0
-0.112,0.0415,6.623,4.341,68.0,40.91,1.0
-0.006,0.057,6.623,4.34,68.0,41.04,1.0
0.143,0.05175,6.62,4.34,72.0,41.16,1.0
0.055,0.05175,6.62,4.339,72.0,41.35,1.0
-0.097,0.05175,6.618,4.339,72.0,41.53,1.0
-0.08699999999999998,0.05175,6.616,4.338,72.0,41.7,1.0
-0.08899999999999998,0.05175,6.615,4.336,72.0,41.8,1.0
-0.117,0.0465,6.615,4.338,72.0,41.82,1.0
-0.125,0.03625,6.613,4.335,72.0,41.92,1.0
-0.072,0.03625,6.613,4.335,72.0,42.05,1.0
-0.135,0.05175,6.61,4.335,72.0,42.19,1.0
0.246,0.10875,6.608,4.335,72.0,42.31,1.0
-0.101,0.06225,6.608,4.335,72.0,42.42,1.0
0.006,0.05175,6.606,4.335,72.0,42.49,1.0
0.154,0.05175,6.605,4.335,72.0,42.57,1.0
0.041,0.03625,6.603,4.335,72.0,42.62,1.0
-0.085,0.0465,6.603,4.336,77.0,42.62,1.0
-0.065,0.057,6.601,4.338,77.0,42.52,1.0
-0.071,0.0415,6.6,4.34,77.0,42.34,1.0
-0.091,0.06725,6.598,4.34,77.0,42.05,1.0
-0.021,0.05175,6.598,4.343,77.0,41.83,1.0
-0.107,0.0465,6.596,4.345,77.0,41.66,1.0
0.293,0.0985,6.595,4.349,77.0,41.51,1.0
-0.114,0.05175,6.595,4.351,77.0,41.35,1.0
0.001,0.05175,6.593,4.354,77.0,41.21,1.0
0.175,0.0465,6.593,4.356,77.0,41.08,1.0
0.08899999999999998,0.0465,6.593,4.359,77.0,40.94,1.0
-0.07299999999999998,0.0465,6.59,4.363,83.0,40.83,1.0
-0.067,0.03625,6.59,4.366,83.0,40.74,1.0
-0.063,0.0415,6.59,4.368,83.0,40.63,1.0
-0.069,0.05175,6.59,4.37,83.0,40.41,1.0
-0.008999999999999998,0.057,6.59,4.373,83.0,40.28,1.0
-0.08899999999999998,0.0415,6.59,4.374,83.0,40.21,1.0
0.23,0.07249999999999998,6.589,4.379,83.0,40.16,1.0
-0.063,0.057,6.59,4.384,83.0,40.12,1.0
0.051,0.0465,6.59,4.39,83.0,40.07,1.0
0.193,0.057,6.59,4.399,83.0,40.03,1.0
0.001,0.0415,6.59,4.41,83.0,39.99,1.0
-0.082,0.0465,6.593,4.423,87.0,39.99,1.0
-0.064,0.03625,6.596,4.439,87.0,39.97,1.0
-0.072,0.05175,6.602,4.453,87.0,39.92,1.0
-0.091,0.07249999999999998,6.612,4.47,87.0,39.81,1.0
-0.098,0.0415,6.63,4.491,87.0,39.81,1.0
-0.051,0.05175,6.653,4.516,87.0,39.81,1.0
-0.082,0.05175,6.683,4.539,87.0,39.84,1.0
0.315,0.08799999999999998,6.724,4.563,87.0,39.84,1.0
-0.131,0.07249999999999998,6.771,4.587,87.0,39.85,1.0
-0.017,0.03625,6.822,4.609,87.0,39.84,1.0
0.138,0.03625,6.876,4.631,87.0,39.82,1.0
0.174,0.03625,6.931,4.654,87.0,39.84,1.0
-0.033,0.03625,6.986,4.68,87.0,39.86,1.0
-0.058,0.05175,7.043,4.701,73.0,39.89,1.0
-0.048,0.05175,7.098,4.718,73.0,39.9,1.0
-0.07299999999999998,0.031,7.146,4.737,73.0,39.81,1.0
-0.091,0.0415,7.192,4.753,73.0,39.8,1.0
-0.095,0.0415,7.232,4.768,73.0,39.87,1.0
-0.056,0.03625,7.271,4.782,73.0,39.98,1.0
-0.078,0.0415,7.309,4.795,73.0,40.1,1.0
0.262,0.07249999999999998,7.347,4.805,73.0,40.22,1.0
-0.085,0.08275,7.378,4.816,73.0,40.36,1.0
-0.02,0.057,7.407,4.825,73.0,40.49,1.0
0.119,0.05175,7.429999999999999,4.835,73.0,40.65,1.0
0.158,0.03625,7.45,4.844,73.0,40.83,1.0
-0.04,0.057,7.468,4.855,73.0,41.02,1.0
-0.068,0.0415,7.485999999999998,4.861,71.0,41.2,1.0
-0.049,0.0415,7.506,4.866,71.0,41.36,1.0
-0.072,0.057,7.522999999999999,4.871,71.0,41.39,1.0
-0.091,0.0465,7.541,4.876,71.0,41.46,1.0
-0.095,0.0465,7.556,4.878,71.0,41.6,1.0
-0.059,0.0465,7.573,4.881,71.0,41.77,1.0
-0.079,0.057,7.588,4.889,71.0,41.91,1.0
0.256,0.08799999999999998,7.601,4.896,71.0,42.04,1.0
-0.072,0.1035,7.610999999999998,4.897,71.0,42.15,1.0
-0.019,0.0465,7.623999999999999,4.9,71.0,42.25,1.0
0.12,0.0415,7.634,4.9,71.0,42.36,1.0
0.156,0.0415,7.644,4.9,71.0,42.48,1.0
-0.041,0.0415,7.654,4.9,71.0,42.62,1.0
-0.066,0.057,7.66,4.897,71.0,42.73,1.0
-0.044,0.057,7.665,4.897,71.0,42.72,1.0
-0.071,0.0465,7.67,4.896,71.0,42.55,1.0
-0.08699999999999998,0.0415,7.675,4.896,71.0,42.35,1.0
-0.08899999999999998,0.0465,7.678,4.897,71.0,42.2,1.0
-0.047,0.057,7.682,4.901,71.0,42.06,1.0
-0.072,0.06225,7.684,4.906,71.0,41.91,1.0
0.318,0.07775,7.686,4.914,71.0,41.76,1.0
-0.098,0.0985,7.689,4.928,71.0,41.61,1.0
-0.003,0.0465,7.692,4.947,71.0,41.45,1.0
0.153,0.0415,7.697,4.968,71.0,41.32,1.0
0.191,0.05175,7.707,4.996,71.0,41.22,1.0
-0.028,0.057,7.726,5.029,71.0,41.14,1.0
-0.057,0.057,7.748,5.058,71.0,41.05,1.0
-0.032,0.057,7.780999999999999,5.094,71.0,40.94,1.0
-0.05,0.031,7.819,5.131,71.0,40.73,1.0
-0.065,0.0465,7.868,5.167,71.0,40.55,1.0
-0.071,0.0415,7.917,5.199,71.0,40.46,1.0
-0.069,0.05175,7.974999999999999,5.234,71.0,40.39,1.0
-0.015,0.0415,8.038,5.274,71.0,40.32,1.0
-0.068,0.05175,8.102999999999998,5.311,71.0,40.26,1.0
0.357,0.08275,8.165,5.353,71.0,40.18,1.0
-0.098,0.07249999999999998,8.231,5.393,71.0,40.11,1.0
0.028,0.05175,8.306,5.428,71.0,40.05,1.0
0.208,0.05175,8.377,5.453,71.0,40.03,1.0
0.164,0.0465,8.449,5.481,71.0,40.02,1.0
-0.035,0.031,8.519,5.506,71.0,40.02,1.0
-0.042,0.0415,8.586999999999998,5.529,67.0,40.01,1.0
-0.029,0.057,8.656,5.545,67.0,39.98,1.0
-0.051,0.0465,8.721999999999998,5.565,67.0,39.86,1.0
-0.067,0.05175,8.776,5.587,67.0,39.8,1.0
-0.07,0.057,8.83,5.606,67.0,39.8,1.0
-0.071,0.057,8.883,5.624,67.0,39.8,1.0
-0.054,0.06225,8.935,5.637,67.0,39.82,1.0
-0.029,0.0465,8.986,5.641,67.0,39.83,1.0
-0.047,0.05175,9.037,5.645,67.0,39.84,1.0
0.258,0.08275,9.083,5.647,67.0,39.85,1.0
-0.032,0.0465,9.112,5.643,67.0,39.9,1.0
0.072,0.06225,9.133,5.642,67.0,39.98,1.0
0.222,0.0415,9.148,5.635,67.0,40.09,1.0
0.038,0.03625,9.163,5.628,67.0,40.21,1.0
-0.069,0.0415,9.174,5.62,63.0,40.37,1.0
-0.055,0.0465,9.174,5.612,63.0,40.5,1.0
-0.062,0.0415,9.169,5.603,63.0,40.56,1.0
-0.08899999999999998,0.057,9.163,5.592,63.0,40.59,1.0
-0.099,0.057,9.157,5.58,63.0,40.71,1.0
-0.103,0.0415,9.148,5.569,63.0,40.88,1.0
-0.099,0.05175,9.135,5.558,63.0,41.07,1.0
-0.049,0.0415,9.123,5.548,63.0,41.21,1.0
-0.109,0.0465,9.11,5.538,63.0,41.36,1.0
0.274,0.1035,9.097,5.531,63.0,41.49,1.0
-0.071,0.057,9.083,5.52,63.0,41.62,1.0
0.023,0.05175,9.07,5.511,63.0,41.78,1.0
0.18,0.03625,9.057,5.503,63.0,41.95,1.0
0.059,0.0415,9.042,5.495,63.0,42.12,1.0
-0.082,0.0465,9.031,5.487,65.0,42.29,1.0
-0.066,0.05175,9.018,5.48,65.0,42.41,1.0
-0.069,0.05175,9.006,5.475,65.0,42.46,1.0
-0.09300000000000001,0.0415,8.993999999999998,5.468,65.0,42.44,1.0
-0.098,0.06225,8.981,5.461,65.0,42.52,1.0
-0.08699999999999998,0.057,8.968999999999998,5.454,65.0,42.62,1.0
-0.038,0.08275,8.955,5.446,65.0,42.68,1.0
