ECG-mV,EMG-mV,foot GSR-mV,hand GSR-mV,HR-bpm,RESP-mV,Stress
0.048,0.499875,6.77,8.973,70.0,50.52,5.0
-0.043,0.701875,6.769,8.919,70.0,49.34,5.0
0.444,0.435125,6.768,8.871,70.0,48.21,5.0
-0.017,0.61125,6.787,8.824999999999998,70.0,47.71,5.0
0.113,0.401375,6.793,8.795999999999998,70.0,47.39,5.0
0.207,0.450625,6.792,8.742,70.0,46.63,5.0
0.223,0.8572499999999998,6.794,8.711999999999998,70.0,45.39,5.0
0.135,0.25125,6.795,8.660999999999998,70.0,45.08,5.0
0.057,0.401375,6.793,8.589,70.0,45.19,5.0
0.043,0.80025,6.792,8.511,70.0,45.73,5.0
0.008999999999999998,0.417,6.788,8.519999999999998,70.0,45.88,5.0
0.011,0.4195,6.783,8.515,70.0,45.77,5.0
-0.028,0.23825,6.777,8.49,68.0,45.55,5.0
0.085,0.41175,6.774,8.503999999999998,68.0,45.94,5.0
-0.029,0.429875,6.766,8.543,68.0,46.41,5.0
0.101,0.422125,6.753,8.522999999999998,68.0,46.75,5.0
0.229,0.559375,6.732,8.481999999999998,68.0,47.07,5.0
0.022,0.292625,6.711,8.416,68.0,47.39,5.0
0.118,0.2305,6.687,8.391,68.0,47.67,5.0
0.158,0.551625,6.67,8.391,68.0,47.61,5.0
0.081,0.494625,6.657,8.387,68.0,47.71,5.0
-0.026,0.38325,6.644,8.359999999999998,68.0,47.88,5.0
-0.05,0.2745,6.635,8.316,70.0,47.6,5.0
-0.068,0.391,6.616,8.326,70.0,47.33,5.0
-0.07,0.235625,6.606,8.356999999999998,70.0,47.08,5.0
-0.017,0.27975,6.61,8.381,70.0,46.41,5.0
-0.044,0.328875,6.599,8.402,70.0,45.67,5.0
-0.08699999999999998,0.4195,6.583,8.407,70.0,45.3,5.0
0.29,0.7794999999999999,6.564,8.413999999999998,70.0,45.24,5.0
-0.027,0.644875,6.547,8.423999999999998,70.0,45.28,5.0
0.077,0.59825,6.538,8.447,70.0,45.09,5.0
0.138,0.518,6.528,8.467,70.0,44.88,5.0
0.102,0.62675,6.515,8.489,70.0,44.91,5.0
-0.011,0.391,6.501,8.532,75.0,45.0,5.0
-0.008999999999999998,0.4325,6.487,8.573,75.0,45.29,5.0
-0.032,0.39625,6.482,8.577999999999998,75.0,45.39,5.0
-0.162,0.33925,6.488,8.59,75.0,45.35,5.0
-0.143,0.833875,6.488,8.590999999999998,75.0,45.4,5.0
-0.136,1.067,6.491,8.595,75.0,45.18,5.0
-0.155,0.39625,6.484,8.599999999999998,75.0,43.96,5.0
0.131,0.176125,6.478,8.618999999999998,75.0,42.04,5.0
-0.072,0.36,6.475,8.634999999999998,75.0,40.92,5.0
0.008,0.20975,6.462,8.652,75.0,42.13,5.0
0.149,0.27975,6.446,8.668,78.0,44.02,5.0
0.091,0.15275,6.426,8.699,78.0,45.01,5.0
-0.114,0.437625,6.414,8.727,78.0,45.37,5.0
-0.139,0.963375,6.419,8.731,78.0,45.76,5.0
-0.178,0.409125,6.414,8.682,78.0,46.91,5.0
-0.162,0.393625,6.415,8.641999999999998,78.0,49.17,5.0
0.002,0.3885,6.41,8.608,78.0,50.81,5.0
-0.076,0.261625,6.402,8.574999999999998,78.0,50.42,5.0
0.25,0.284875,6.391,8.559,78.0,49.3,5.0
-0.183,0.2875,6.383,8.553,78.0,48.7,5.0
-0.08699999999999998,0.5465,6.382,8.554,78.0,47.85,5.0
0.017,0.264125,6.375,8.577,78.0,47.84,5.0
0.023,0.29525,6.375,8.576,78.0,46.53,5.0
-0.108,0.155375,6.376,8.566,78.0,45.2,5.0
-0.149,0.259,6.37,8.551999999999998,78.0,44.24,5.0
-0.166,0.259,6.354,8.54,78.0,44.25,5.0
-0.16,0.31075,6.334,8.529999999999998,78.0,44.46,5.0
-0.084,0.18125,6.333,8.567999999999998,78.0,44.7,5.0
-0.112,0.1165,6.325,8.574,78.0,45.82,5.0
0.284,0.16575,6.313,8.636,212.0,47.19,5.0
-0.095,0.437625,6.307,8.615999999999998,212.0,49.39,5.0
-0.058,0.38075,6.307,8.538999999999998,212.0,52.06,5.0
-0.007,0.349625,6.295,8.477999999999998,212.0,54.54,5.0
0.03,0.32625,6.29,8.476,212.0,56.03,5.0
-0.049,0.316,6.285,8.513,212.0,56.16,5.0
-0.092,0.2175,6.271,8.605,212.0,56.84,5.0
-0.07499999999999998,0.427375,6.271,8.612999999999998,212.0,56.84,5.0
-0.07399999999999998,0.26675,6.278,8.699,212.0,55.77,5.0
-0.144,0.2875,6.289,8.804,212.0,54.58,5.0
-0.191,0.240875,6.307,8.913999999999998,212.0,54.53,5.0
0.214,0.29,6.319,9.045000000000002,212.0,54.39,5.0
-0.103,0.316,6.331,9.149,212.0,54.33,5.0
-0.013,0.23825,6.347,9.267,212.0,54.34,5.0
0.059,0.349625,6.364,9.396,212.0,54.3,5.0
0.042,0.357375,6.387,9.516,212.0,54.35,5.0
-0.118,0.308125,6.417,9.636,212.0,54.31,5.0
-0.102,0.349625,6.451,9.741,212.0,54.24,5.0
-0.105,0.4325,6.491,9.839,212.0,53.88,5.0
-0.048,0.35475,6.534,9.925,212.0,53.56,5.0
-0.135,0.36775,6.584,10.004,212.0,53.37,5.0
0.262,0.308125,6.638,10.095,212.0,53.0,5.0
-0.128,0.401375,6.701,10.14,212.0,52.42,5.0
-0.014,0.48175,6.774,10.209,212.0,51.75,5.0
0.066,0.32625,6.856,10.25,212.0,51.29,5.0
0.103,0.35475,6.948,10.261,212.0,50.77,5.0
0.016,0.551625,7.04,10.274,212.0,50.08,5.0
-0.057,0.8908749999999999,7.122,10.289,212.0,49.08,5.0
-0.015,0.6215,7.204,10.307,212.0,48.2,5.0
-0.019,0.429875,7.285,10.334,212.0,46.38,5.0
0.028,0.36775,7.352,10.377,212.0,44.31,5.0
-0.052,0.668125,7.417,10.431,212.0,42.84,5.0
0.396,0.551625,7.48,10.506,212.0,42.61,5.0
-0.06,0.48175,7.535999999999999,10.605,212.0,43.09,5.0
0.012,0.32625,7.588,10.715,212.0,44.39,5.0
0.196,0.204625,7.638,10.85,85.0,45.7,5.0
0.142,0.2745,7.687,10.96,85.0,46.12,5.0
-0.057,0.349625,7.738,11.043,85.0,44.96,5.0
-0.144,0.543875,7.793999999999999,11.111,85.0,43.09,5.0
-0.223,0.3185,7.862,11.142,85.0,42.04,5.0
-0.199,0.55675,7.92,11.174,85.0,41.37,5.0
-0.248,0.3885,7.982,11.177,85.0,40.99,5.0
-0.284,0.479125,8.059,11.199,85.0,41.6,5.0
0.122,0.22275,8.156,11.226,85.0,42.7,5.0
-0.165,0.365125,8.262,11.232,85.0,43.43,5.0
-0.052,0.328875,8.340999999999998,11.276,85.0,43.57,5.0
0.061,0.341875,8.417,11.312,86.0,43.85,5.0
0.094,0.347,8.502,11.349,86.0,44.42,5.0
-0.069,0.463625,8.599999999999998,11.401,86.0,44.65,5.0
-0.096,0.69925,8.695999999999998,11.429,86.0,44.92,5.0
-0.115,0.435125,8.797,11.429,86.0,45.18,5.0
-0.068,0.52575,8.909,11.433,86.0,45.57,5.0
-0.182,0.277125,8.989,11.44,86.0,46.12,5.0
0.198,0.248625,9.06,11.449,86.0,47.79,5.0
-0.161,0.3185,9.126,11.425,86.0,49.03,5.0
-0.03,0.313375,9.168,11.427,86.0,48.49,5.0
0.076,0.28225,9.195,11.383,89.0,46.83,5.0
0.101,0.2175,9.255,11.32,89.0,46.07,5.0
-0.038,0.132125,9.323,11.265,89.0,46.4,5.0
-0.133,0.176125,9.401,11.188,89.0,47.18,5.0
-0.122,0.25375,9.461,11.102,89.0,47.34,5.0
-0.135,0.45325,9.518,11.027,89.0,46.2,5.0
-0.106,0.39625,9.576,10.949,89.0,44.87,5.0
-0.159,0.321125,9.625,10.887,89.0,44.53,5.0
0.259,0.32625,9.681,10.839,89.0,45.23,5.0
-0.172,0.303,9.746,10.812,89.0,45.51,5.0
-0.039,0.32625,9.782,10.802,89.0,45.41,5.0
0.066,0.36,9.791,10.778,85.0,44.84,5.0
0.165,0.233125,9.792,10.754,85.0,44.25,5.0
0.008,0.145,9.803,10.735,85.0,44.07,5.0
-0.068,0.32375,9.824,10.729,85.0,44.2,5.0
-0.127,0.264125,9.817,10.754,85.0,44.05,5.0
-0.02,0.461,9.799,10.774,85.0,43.8,5.0
-0.018,0.494625,9.781,10.797,85.0,43.56,5.0
-0.135,0.7225,9.767,10.817,85.0,42.95,5.0
0.364,1.662625,9.759,10.84,85.0,42.8,5.0
-0.064,2.0175,9.742,10.857,85.0,42.25,5.0
0.08599999999999998,0.536125,9.715,10.897,85.0,41.03,5.0
0.16,0.528375,9.696,10.904,85.0,40.65,5.0
0.189,0.507625,9.675,10.924,85.0,40.35,5.0
0.068,0.334125,9.648,10.953,85.0,39.62,5.0
0.008,0.574875,9.619,10.976,85.0,38.5,5.0
0.02,0.461,9.585,10.982,85.0,37.28,5.0
0.022,0.510125,9.559,11.013,85.0,36.95,5.0
0.077,0.404,9.537,11.002,85.0,37.22,5.0
-0.028,0.401375,9.512,10.991,85.0,37.31,5.0
0.179,0.308125,9.491,10.991,84.0,37.46,5.0
0.119,0.347,9.47,10.979,84.0,38.24,5.0
0.082,0.385875,9.455,10.968,84.0,38.81,5.0
0.15,0.427375,9.446,10.953,84.0,38.81,5.0
0.24,0.32375,9.438,10.932,84.0,38.96,5.0
0.122,0.45325,9.43,10.911,84.0,39.68,5.0
-0.031,0.3885,9.425,10.897,84.0,40.98,5.0
-0.08,0.35225,9.43,10.879,84.0,42.4,5.0
-0.079,0.300375,9.445,10.872,84.0,43.15,5.0
-0.064,0.04925,9.457,10.868,84.0,43.56,5.0
-0.143,0.05175,9.477,10.883,84.0,44.13,5.0
0.162,0.202,9.487,10.911,84.0,44.8,5.0
-0.07399999999999998,0.271875,9.49,10.959,84.0,45.71,5.0
-0.055,0.246,9.49,11.021,84.0,46.92,5.0
0.058,0.26675,9.487,11.103,84.0,47.68,5.0
0.128,0.321125,9.499,11.215,84.0,47.95,5.0
-0.016,0.357375,9.519,11.323,84.0,48.06,5.0
-0.106,0.36,9.538,11.424,84.0,48.23,5.0
-0.109,0.256375,9.559,11.464,84.0,48.57,5.0
-0.081,0.248625,9.592,11.496,84.0,48.95,5.0
-0.094,0.3755,9.637,11.358,84.0,49.36,5.0
-0.16,0.31075,9.686000000000002,11.127,84.0,49.25,5.0
0.247,0.303,9.751,10.947,84.0,49.12,5.0
-0.044,0.23825,9.816,10.905,84.0,49.76,5.0
0.036,0.17875,9.884,10.978,84.0,50.87,5.0
0.126,0.19425,9.962,11.152,89.0,51.61,5.0
0.117,0.362625,10.034,11.206,89.0,51.15,5.0
-0.058,0.297875,10.099,11.251,89.0,50.09,5.0
-0.068,0.202,10.171,11.282,89.0,49.16,5.0
-0.07,0.025875,10.241,11.281,89.0,49.2,5.0
-0.056,0.284875,10.31,11.272,89.0,49.4,5.0
-0.062,0.36,10.361,11.26,89.0,49.29,5.0
-0.124,0.16575,10.41,11.242,89.0,49.01,5.0
0.293,0.305625,10.443,11.24,89.0,48.82,5.0
-0.037,0.3445,10.473,11.214,89.0,48.51,5.0
0.052,0.292625,10.505,11.202,89.0,48.22,5.0
0.163,0.170875,10.53,11.183,89.0,47.67,5.0
0.144,0.316,10.556,11.158,89.0,47.39,5.0
-0.042,0.284875,10.57,11.153,89.0,47.33,5.0
-0.053,0.2305,10.583,11.14,83.0,46.82,5.0
-0.07499999999999998,0.233125,10.589,11.13,83.0,45.82,5.0
-0.081,0.246,10.595,11.128,83.0,44.9,5.0
-0.027,0.256375,10.586,11.13,83.0,44.52,5.0
-0.054,0.277125,10.575,11.135,83.0,44.41,5.0
-0.099,0.362625,10.571,11.141,83.0,44.35,5.0
0.287,0.32625,10.561,11.154,83.0,44.12,5.0
0.024,0.321125,10.551,11.179,83.0,43.5,5.0
0.078,0.300375,10.55,11.226,83.0,42.83,5.0
0.194,0.145,10.548,11.232,83.0,42.29,5.0
0.213,0.29,10.549,11.24,83.0,41.99,5.0
0.011,0.248625,10.559,11.235,83.0,41.92,5.0
-0.028,0.25125,10.574,11.229,77.0,41.89,5.0
-0.04,0.26675,10.592,11.221,77.0,41.46,5.0
-0.067,0.305625,10.621,11.23,77.0,41.15,5.0
-0.095,0.264125,10.662,11.231,77.0,41.3,5.0
-0.055,0.341875,10.708,11.236,77.0,41.35,5.0
-0.066,0.25125,10.761,11.22,77.0,41.13,5.0
-0.119,0.269375,10.806,11.201,77.0,40.64,5.0
0.269,0.284875,10.83,11.173,77.0,40.18,5.0
-0.015,0.191625,10.849,11.14,77.0,39.93,5.0
0.061,0.31075,10.865,11.101,77.0,39.9,5.0
0.171,0.233125,10.89,11.057,77.0,40.0,5.0
0.198,0.025875,10.912,11.006,77.0,40.54,5.0
0.015,0.199375,10.928,10.951,77.0,41.32,5.0
-0.018,0.35475,10.931,10.892,71.0,41.77,5.0
-0.054,0.391,10.95,10.829,71.0,41.96,5.0
-0.055,0.385875,10.964,10.771,71.0,42.44,5.0
-0.07499999999999998,0.29525,10.981,10.713,71.0,43.23,5.0
0.002,0.38325,10.995,10.648,71.0,43.76,5.0
-0.069,0.357375,10.983,10.582,71.0,44.03,5.0
0.033,0.33925,10.959,10.451,71.0,44.77,5.0
0.203,0.32625,10.958,10.44,71.0,44.81,5.0
-0.007,0.494625,10.943,10.374,71.0,45.01,5.0
0.116,0.704375,10.927,10.306,71.0,45.17,5.0
0.12,0.473875,10.907,10.244,71.0,45.35,5.0
0.08,0.448,10.891,10.185,71.0,45.58,5.0
-0.055,0.372875,10.862,10.121,74.0,45.59,5.0
-0.018,0.36,10.827,10.062,74.0,45.75,5.0
-0.022,0.505,10.786,10.006,74.0,45.8,5.0
-0.027,0.600875,10.688,9.905,74.0,45.65,5.0
0.047,0.58275,10.682,9.9,74.0,45.68,5.0
-0.091,0.41175,10.621,9.856,74.0,46.33,5.0
0.098,0.417,10.537,9.818,74.0,47.12,5.0
0.16,0.297875,10.431,9.771,74.0,46.59,5.0
0.07399999999999998,0.414375,10.365,9.72,74.0,45.61,5.0
0.163,0.233125,10.377,9.672,77.0,45.27,5.0
0.25,0.147625,10.372,9.625,77.0,44.97,5.0
0.139,0.158,10.375,9.583,77.0,44.27,5.0
0.011,0.20975,10.336,9.542,77.0,43.31,5.0
0.024,0.18125,10.284,9.499,77.0,42.46,5.0
0.022,0.1165,10.234,9.465,77.0,41.74,5.0
0.007,0.114,10.168,9.424,77.0,41.58,5.0
0.043,0.19425,10.11,9.382,77.0,42.2,5.0
0.043,0.29,10.069,9.341,77.0,42.88,5.0
-0.043,0.284875,10.038,9.303,77.0,43.11,5.0
0.329,0.328875,10.001,9.27,77.0,42.75,5.0
0.054,0.404,9.965,9.237,77.0,42.37,5.0
0.114,0.357375,9.93,9.213,77.0,42.45,5.0
0.222,0.36,9.891,9.197,77.0,42.55,5.0
0.257,0.41175,9.849,9.193,77.0,42.67,5.0
0.021,0.3185,9.809,9.203,77.0,42.81,5.0
-0.01,0.347,9.773,9.229,74.0,42.65,5.0
-0.021,0.31075,9.736,9.273,74.0,42.18,5.0
-0.029,0.328875,9.706,9.338,74.0,41.59,5.0
-0.032,0.378125,9.679,9.420000000000002,74.0,41.47,5.0
0.04,0.3885,9.658,9.527,74.0,41.3,5.0
-0.017,0.303,9.644,9.648,74.0,41.18,5.0
-0.024,0.347,9.638000000000002,9.789,74.0,41.29,5.0
0.281,0.334125,9.64,9.948,74.0,41.32,5.0
0.053,0.35475,9.659,10.114,74.0,40.97,5.0
0.147,0.334125,9.688,10.277,74.0,40.79,5.0
0.258,0.300375,9.732,10.432,74.0,40.97,5.0
0.203,0.404,9.774,10.582,74.0,41.0,5.0
0.004,0.38075,9.828,10.729,72.0,40.87,5.0
0.002,0.23825,9.89,10.857,72.0,41.07,5.0
-0.021,0.391,9.96,10.985,72.0,41.43,5.0
-0.031,0.321125,10.038,11.085,72.0,41.48,5.0
-0.027,0.29,10.119,11.162,72.0,41.49,5.0
0.048,0.3315,10.207,11.242,72.0,41.4,5.0
-0.025,0.401375,10.298,11.303,72.0,41.27,5.0
-0.003,0.393625,10.388,11.329,72.0,41.23,5.0
0.27,0.334125,10.482,11.339,72.0,41.22,5.0
0.067,0.328875,10.578,11.343,72.0,41.11,5.0
0.151,0.292625,10.668,11.344,72.0,41.12,5.0
0.258,0.334125,10.752,11.336,72.0,41.28,5.0
0.209,0.292625,10.838,11.316,72.0,41.41,5.0
0.004,0.35225,10.929,11.291,72.0,41.5,5.0
0.0,0.305625,11.024,11.255,71.0,41.96,5.0
-0.019,0.277125,11.099,11.21,71.0,42.49,5.0
-0.024,0.357375,11.164,11.158,71.0,42.93,5.0
-0.023,0.32625,11.224,11.098,71.0,43.5,5.0
0.005,0.308125,11.271,11.035,71.0,44.35,5.0
-0.064,0.321125,11.303,10.967,71.0,45.34,5.0
0.322,0.22525,11.318,10.897,71.0,46.19,5.0
-0.08699999999999998,0.385875,11.33,10.825,71.0,46.71,5.0
0.042,0.3185,11.342,10.754,71.0,47.02,5.0
0.149,0.313375,11.363,10.684,74.0,47.19,5.0
0.206,0.25375,11.383,10.626,74.0,47.41,5.0
0.027,0.33925,11.393,10.574,74.0,48.11,5.0
-0.072,0.341875,11.382,10.513,74.0,49.12,5.0
-0.057,0.32625,11.355,10.447,74.0,49.76,5.0
-0.067,0.3445,11.325,10.384,74.0,49.69,5.0
-0.02,0.349625,11.292,10.324,74.0,49.34,5.0
-0.08599999999999998,0.4195,11.252,10.265,74.0,49.76,5.0
0.128,0.313375,11.204,10.213,74.0,50.5,5.0
0.08999999999999998,0.3885,11.154,10.158,74.0,50.8,5.0
0.017,0.3315,11.103,10.1,74.0,50.78,5.0
0.08999999999999998,0.292625,11.048,10.045,82.0,50.57,5.0
0.169,0.261625,10.996,9.993,82.0,50.52,5.0
0.006,0.07775,10.944,9.942,82.0,50.58,5.0
-0.12,0.176125,10.89,9.889,82.0,50.36,5.0
-0.144,0.090625,10.84,9.841,82.0,50.08,5.0
-0.148,0.057,10.785,9.794,82.0,49.66,5.0
-0.107,0.3445,10.734,9.75,82.0,49.23,5.0
-0.159,0.3445,10.683,9.71,82.0,49.02,5.0
-0.199,0.1865,10.636,9.674,82.0,48.98,5.0
0.167,0.284875,10.549,9.613,82.0,50.17,5.0
-0.072,0.33925,10.544,9.607,82.0,50.29,5.0
0.032,0.36775,10.508,9.558,82.0,51.09,5.0
0.153,0.334125,10.467,9.511,81.0,51.44,5.0
-0.014,0.349625,10.428,9.475,81.0,51.62,5.0
-0.076,0.349625,10.39,9.442,81.0,51.84,5.0
-0.08899999999999998,0.27975,10.354,9.411,81.0,52.04,5.0
-0.08699999999999998,0.303,10.314,9.381,81.0,51.77,5.0
-0.136,0.362625,10.278,9.353,81.0,51.82,5.0
-0.133,0.305625,10.207,9.311000000000002,81.0,50.91,5.0
-0.07499999999999998,0.308125,10.202,9.308,81.0,50.85,5.0
-0.148,0.33925,10.168,9.297,81.0,50.35,5.0
0.034,0.269375,10.141,9.284,81.0,50.07,5.0
0.06,0.3185,10.103,9.281,81.0,49.73,5.0
-0.023,0.321125,10.041,9.28,81.0,49.16,5.0
0.09300000000000001,0.269375,9.963,9.284,73.0,48.69,5.0
0.189,0.3445,9.877,9.293,73.0,48.13,5.0
0.104,0.341875,9.81,9.308,73.0,47.55,5.0
-0.096,0.321125,9.742,9.327000000000002,73.0,46.91,5.0
-0.08599999999999998,0.328875,9.778,9.347,73.0,46.64,5.0
-0.081,0.199375,9.847,9.367,73.0,46.12,5.0
-0.095,0.29,9.855,9.39,73.0,45.72,5.0
-0.101,0.35225,9.87,9.412,73.0,45.93,5.0
-0.083,0.308125,9.876,9.429,73.0,46.21,5.0
-0.029,0.3445,9.888000000000002,9.445,73.0,46.31,5.0
-0.11,0.336625,9.885,9.456,73.0,45.94,5.0
0.293,0.2175,9.879,9.462,73.0,45.92,5.0
-0.098,0.22275,9.874,9.464,73.0,45.61,5.0
0.027,0.25375,9.866,9.464,73.0,44.54,5.0
0.117,0.27975,9.856,9.458,73.0,43.91,5.0
0.241,0.12175,9.849,9.451,73.0,43.84,5.0
0.072,0.3445,9.84,9.441,73.0,43.94,5.0
-0.081,0.341875,9.825,9.428,67.0,43.75,5.0
-0.077,0.38075,9.807,9.413,67.0,43.3,5.0
-0.08899999999999998,0.365125,9.791,9.395,67.0,42.89,5.0
-0.1,0.204625,9.776,9.377,67.0,42.87,5.0
-0.094,0.264125,9.762,9.357,67.0,42.84,5.0
-0.08799999999999998,0.277125,9.745,9.338,67.0,42.46,5.0
-0.024,0.33925,9.727,9.32,67.0,42.73,5.0
-0.08799999999999998,0.362625,9.718000000000002,9.303,67.0,42.98,5.0
-0.09300000000000001,0.316,9.711,9.292,67.0,42.75,5.0
0.241,0.300375,9.696,9.282,67.0,42.6,5.0
0.008,0.240875,9.686000000000002,9.275,67.0,42.91,5.0
0.084,0.17875,9.68,9.269,67.0,43.02,5.0
0.188,0.2745,9.672,9.268,67.0,42.79,5.0
0.191,0.3315,9.662,9.271,67.0,42.71,5.0
-0.048,0.341875,9.655,9.277,67.0,42.9,5.0
-0.063,0.328875,9.642,9.288,64.0,43.05,5.0
-0.071,0.300375,9.629,9.307,64.0,42.84,5.0
-0.08,0.2745,9.614,9.329,64.0,42.58,5.0
-0.085,0.28225,9.599,9.359000000000002,64.0,42.65,5.0
-0.098,0.303,9.582,9.393,64.0,42.64,5.0
-0.064,0.297875,9.564,9.428,64.0,42.59,5.0
-0.048,0.32625,9.547,9.465,64.0,42.55,5.0
-0.108,0.35225,9.537,9.504,64.0,42.42,5.0
0.261,0.357375,9.528,9.543,64.0,42.36,5.0
-0.08999999999999998,0.308125,9.526,9.583,64.0,42.33,5.0
0.031,0.2175,9.521,9.621,64.0,41.99,5.0
0.139,0.357375,9.511,9.652,64.0,41.75,5.0
0.219,0.271875,9.501,9.681,64.0,41.97,5.0
0.021,0.347,9.491,9.701,64.0,42.12,5.0
-0.08899999999999998,0.357375,9.481,9.716,65.0,41.93,5.0
-0.091,0.31075,9.47,9.723,65.0,41.83,5.0
-0.11,0.215,9.457,9.727,65.0,42.07,5.0
-0.128,0.393625,9.442,9.723,65.0,42.45,5.0
-0.125,0.316,9.422,9.717,65.0,42.37,5.0
-0.083,0.284875,9.402,9.706,65.0,42.48,5.0
-0.131,0.28225,9.375,9.688,65.0,42.91,5.0
-0.135,0.35225,9.353,9.666,65.0,43.18,5.0
0.215,0.240875,9.34,9.639,65.0,43.61,5.0
-0.036,0.31075,9.323,9.616,65.0,43.72,5.0
0.041,0.23825,9.307,9.587,65.0,43.64,5.0
0.152,0.32625,9.293,9.552,67.0,44.24,5.0
0.154,0.2305,9.278,9.517,67.0,45.08,5.0
-0.084,0.3445,9.26,9.482,67.0,45.72,5.0
-0.1,0.264125,9.245,9.447,67.0,45.59,5.0
-0.096,0.341875,9.235,9.413,67.0,45.04,5.0
-0.121,0.259,9.22,9.378,67.0,45.08,5.0
-0.121,0.27975,9.199,9.343000000000002,67.0,45.46,5.0
-0.044,0.2175,9.184,9.309,67.0,45.74,5.0
-0.132,0.321125,9.167,9.276,67.0,45.32,5.0
0.162,0.29,9.155,9.245,67.0,44.54,5.0
-0.035,0.33925,9.141,9.212,67.0,44.65,5.0
0.0,0.26675,9.121,9.183,67.0,44.98,5.0
0.109,0.357375,9.108,9.157,67.0,44.52,5.0
0.216,0.297875,9.1,9.129,67.0,43.79,5.0
0.07,0.284875,9.095,9.101,67.0,43.5,5.0
-0.095,0.259,9.097,9.073,73.0,43.7,5.0
-0.092,0.308125,9.105,9.047,73.0,43.89,5.0
-0.094,0.321125,9.123,9.022,73.0,43.44,5.0
-0.096,0.3185,9.146,8.997999999999998,73.0,42.76,5.0
-0.084,0.29,9.159,8.977,73.0,42.14,5.0
-0.044,0.38325,9.161,8.957,73.0,42.22,5.0
-0.139,0.336625,9.157,8.938,73.0,42.72,5.0
0.266,0.233125,9.156,8.923,73.0,42.93,5.0
-0.15,0.246,9.153,8.907999999999998,73.0,42.63,5.0
-0.001,0.328875,9.148,8.896,73.0,42.17,5.0
0.126,0.271875,9.138000000000002,8.884,73.0,41.99,5.0
0.253,0.36775,9.127,8.874,73.0,41.72,5.0
0.059,0.336625,9.113,8.868,73.0,40.98,5.0
-0.085,0.35225,9.098,8.865,72.0,40.73,5.0
-0.092,0.3315,9.082,8.861,72.0,41.15,5.0
-0.103,0.248625,9.065,8.856,72.0,41.58,5.0
-0.115,0.284875,9.046,8.851,72.0,41.77,5.0
-0.119,0.2745,9.025,8.846999999999998,72.0,41.91,5.0
-0.034,0.3445,9.006,8.846,72.0,41.99,5.0
-0.153,0.240875,8.987999999999998,8.839,72.0,42.04,5.0
0.055,0.347,8.97,8.830999999999998,72.0,41.59,5.0
0.025,0.370375,8.955,8.822,72.0,41.0,5.0
-0.029,0.362625,8.942999999999998,8.814999999999998,72.0,41.14,5.0
0.069,0.393625,8.931,8.804999999999998,72.0,41.98,5.0
0.201,0.2175,8.923999999999998,8.795,72.0,42.6,5.0
0.08599999999999998,0.32625,8.913,8.784,72.0,43.4,5.0
-0.127,0.328875,8.902,8.771,70.0,43.95,5.0
-0.125,0.341875,8.894,8.756,70.0,44.22,5.0
-0.156,0.328875,8.884,8.743,70.0,44.39,5.0
-0.165,0.349625,8.878,8.727,70.0,44.88,5.0
-0.127,0.277125,8.871,8.708999999999998,70.0,45.44,5.0
-0.152,0.29525,8.861,8.692999999999998,70.0,45.86,5.0
-0.182,0.264125,8.851,8.676,70.0,46.29,5.0
0.186,0.450625,8.843,8.657999999999998,70.0,46.58,5.0
-0.102,0.256375,8.838,8.641,70.0,46.68,5.0
-0.026,0.5775,8.832,8.624,70.0,46.77,5.0
0.129,0.608625,8.822,8.606,70.0,46.91,5.0
0.165,0.6915,8.811999999999998,8.59,70.0,47.05,5.0
-0.06,0.543875,8.804,8.574999999999998,70.0,46.85,5.0
-0.098,0.401375,8.795,8.56,73.0,46.24,5.0
-0.116,0.505,8.785999999999998,8.601,73.0,45.42,5.0
-0.105,0.385875,8.779,8.651,73.0,44.74,5.0
-0.116,0.2875,8.774,8.622999999999998,73.0,44.65,5.0
-0.067,0.637125,8.765,8.612999999999998,73.0,44.36,5.0
-0.065,0.486875,8.755,8.605,73.0,44.55,5.0
-0.106,0.761375,8.746,8.593999999999998,73.0,45.19,5.0
0.277,0.18125,8.737999999999998,8.570999999999998,73.0,45.6,5.0
-0.067,0.44025,8.727999999999998,8.538999999999998,73.0,45.76,5.0
0.027,0.35475,8.718,8.508,73.0,45.65,5.0
0.169,0.32375,8.71,8.477999999999998,73.0,45.46,5.0
0.239,0.36775,8.699999999999998,8.452,73.0,45.31,5.0
-0.023,0.370375,8.689999999999998,8.428,73.0,45.32,5.0
-0.08899999999999998,0.391,8.682,8.41,71.0,45.28,5.0
-0.072,0.593,8.673,8.391,71.0,45.28,5.0
-0.098,0.347,8.665,8.375,71.0,44.88,5.0
-0.101,0.271875,8.657,8.364,71.0,44.45,5.0
-0.08799999999999998,0.32375,8.651,8.349,71.0,44.02,5.0
-0.044,0.341875,8.641,8.330999999999998,71.0,43.47,5.0
-0.126,0.385875,8.631,8.314999999999998,71.0,43.02,5.0
0.266,0.38325,8.622,8.298,71.0,42.99,5.0
-0.084,0.362625,8.612999999999998,8.282,71.0,43.0,5.0
0.02,0.36,8.602999999999998,8.263999999999998,71.0,42.92,5.0
0.139,0.38075,8.593,8.249,71.0,43.08,5.0
0.256,0.36775,8.583,8.234999999999998,71.0,43.38,5.0
0.068,0.362625,8.574999999999998,8.223,71.0,43.9,5.0
-0.101,0.297875,8.566,8.217,70.0,44.38,5.0
-0.109,0.3185,8.556,8.211,70.0,44.69,5.0
